id1,id2,Symbol,vq_star,number_of_causal,total,OMIM
1394,D000544,CRHR1,0.9868852997707056,1,2,0
1395,D000544,CRHR2,0.0,0,1,0
6998,D000544,CRIPTO3,0.0,0,4,0
22815,D000544,CRIPTOP4,0.0,0,1,0
83716,D000544,CRISPLD2,1.0,1,1,0
1400,D000544,CRMP1,0.0,0,1,0
54677,D000544,CROT,0.0,0,1,0
1401,D000544,CRP,0.9039061406772642,4,46,0
10491,D000544,CRTAP,0.0,0,1,0
1410,D000544,CRYAB,0.8104840220801698,1,30,0
1421,D000544,CRYGD,0.0,0,1,0
1429,D000544,CRYZ,0.0,0,1,0
1431,D000544,CS,0.0,0,2,0
1435,D000544,CSF1,0.9827759169461776,5,14,0
1436,D000544,CSF1R,0.0,0,4,0
1437,D000544,CSF2,0.8997537450109822,1,13,0
1440,D000544,CSF3,0.9903299931793672,1,2,0
100009539,D000544,CSN2,0.0,0,1,0
1448,D000544,CSN3,0.0,0,1,0
1452,D000544,CSNK1A1,0.9688827404248556,1,3,0
122011,D000544,CSNK1A1L,0.0,0,4,0
1453,D000544,CSNK1D,0.9602654192410464,1,6,0
1454,D000544,CSNK1E,0.0,0,1,0
1455,D000544,CSNK1G2,0.0,0,1,0
1457,D000544,CSNK2A1,0.9940332963029096,3,5,0
1460,D000544,CSNK2B,0.0,0,1,0
106478911,D000544,CST12P,0.0,0,1,0
1471,D000544,CST3,0.9300517976760406,8,63,0
1472,D000544,CST4,0.0,0,1,0
1474,D000544,CST6,0.0,0,1,0
8530,D000544,CST7,0.0,0,1,0
1475,D000544,CSTA,0.0,0,1,0
1476,D000544,CSTB,0.0,0,1,0
1486,D000544,CTBS,0.0,0,1,0
10664,D000544,CTCF,0.0,0,1,0
1491,D000544,CTH,0.0,0,1,0
1493,D000544,CTLA4,0.0,0,2,0
1495,D000544,CTNNA1,0.0,0,1,0
1496,D000544,CTNNA2,0.0,0,1,0
29119,D000544,CTNNA3,0.97126721239927,2,9,0
1499,D000544,CTNNB1,0.968638249966104,15,67,0
56259,D000544,CTNNBL1,0.0,0,4,0
1500,D000544,CTNND1,0.0,0,2,0
1501,D000544,CTNND2,0.0,0,3,0
1506,D000544,CTRL,0.0,0,1,0
100339600;100101593;100101595,D000544,CTSA,0.0,0,1,0
1508,D000544,CTSB,0.983179214560846,24,70,0
1509,D000544,CTSD,0.9633900134130788,19,89,0
1510,D000544,CTSE,0.0,0,3,0
1511,D000544,CTSG,0.9782665937844062,3,9,0
1512,D000544,CTSH,0.9899653087612011,1,2,0
1514,D000544,CTSL,0.9857120523054714,2,6,0
1520,D000544,CTSS,0.983678924034284,3,9,0
8029,D000544,CUBN,0.0,0,1,0
8454,D000544,CUL1,0.0,0,1,0
1523,D000544,CUX1,0.9835389117545724,1,2,0
2919,D000544,CXCL1,0.0,0,3,0
3627,D000544,CXCL10,0.0,0,6,0
6387,D000544,CXCL12,0.0,0,3,0
2920,D000544,CXCL2,0.0,0,2,0
3576,D000544,CXCL8,0.8840573692824755,2,27,0
3579,D000544,CXCR2,0.97237392114659,1,4,0
2833,D000544,CXCR3,0.0,0,1,0
7852,D000544,CXCR4,0.0,0,6,0
10663,D000544,CXCR6,0.9701225563065848,1,4,0
1528,D000544,CYB5A,0.0,0,1,0
1535,D000544,CYBA,0.0,0,1,0
1536,D000544,CYBB,0.0,0,3,0
54205,D000544,CYCS,0.9445331769751748,5,37,0
122950,D000544,CYCSP1,0.0,0,1,0
1583,D000544,CYP11A1,0.0,0,1,0
1586,D000544,CYP17A1,0.0,0,1,0
1588,D000544,CYP19A1,0.9509237112502288,2,11,0
1543,D000544,CYP1A1,0.0,0,2,0
1544,D000544,CYP1A2,0.0,0,6,0
1591,D000544,CYP24A1,0.0,0,6,0
1593,D000544,CYP27A1,1.0,1,1,0
1548,D000544,CYP2A6,0.0,0,1,0
1555,D000544,CYP2B6,0.0,0,2,0
1557,D000544,CYP2C19,0.0,0,4,0
1559,D000544,CYP2C9,0.0,0,2,0
1565,D000544,CYP2D6,0.9414649719437048,4,25,0
1564,D000544,CYP2D7,0.0,0,1,0
1568,D000544,CYP2D8P,0.0,0,1,0
1571,D000544,CYP2E1,0.0,0,3,0
1576,D000544,CYP3A4,0.0,0,9,0
10858,D000544,CYP46A1,0.9557610276416844,6,36,0
4051,D000544,CYP4F3,0.9551809296348236,3,17,0
4519,D000544,CYTB,0.0,0,1,0
9267,D000544,CYTH1,0.0,0,1,0
12307,D000544,Calb1,0.0,0,4,0
12310,D000544,Calca,0.0,0,3,0
24242,D000544,Calm1,0.0,0,2,0
12314,D000544,Calm2,0.0,0,2,0
12317,D000544,Calr,0.0,0,3,0
12322,D000544,Camk2a,0.0,0,2,0
12323,D000544,Camk2b,0.0,0,1,0
12325,D000544,Camk2g,0.0,0,2,0
12326,D000544,Camk4,0.0,0,2,0
83506,D000544,Camkk2,0.0,0,1,0
316010,D000544,Camp,0.0,0,4,0
101828013,D000544,Canx,0.0,0,1,0
60594,D000544,Capn12,0.0,0,1,0
29154,D000544,Capn2,0.0,0,3,0
54231,D000544,Car2,0.0,0,2,0
25166,D000544,Casp1,0.9349626213762212,1,8,0
156117,D000544,Casp12,0.0,0,3,0
64314,D000544,Casp2,0.9851008274064736,1,2,0
25402,D000544,Casp3,0.7684363280133588,2,58,0
12368,D000544,Casp6,1.0,1,1,0
100766857;100689370,D000544,Casp7,0.0,0,1,0
64044,D000544,Casp8,0.9661118004374466,1,4,0
58918,D000544,Casp9,1.0,1,1,0
12374,D000544,Casr,1.0,1,1,0
12380,D000544,Cast,0.0,0,2,0
12359,D000544,Cat,0.8755865788663635,1,15,0
12389,D000544,Cav1,0.0,0,2,0
29319,D000544,Cblif,0.0,0,3,0
12411,D000544,Cbs,0.0,0,3,0
12424,D000544,Cck,0.0,0,2,0
20296,D000544,Ccl2,0.0,0,7,0
20302,D000544,Ccl3,0.0,0,3,0
20303,D000544,Ccl4,0.0,0,2,0
20304,D000544,Ccl5,0.0,0,1,0
20306,D000544,Ccl7,0.0,0,1,0
25203,D000544,Ccnb1,0.0,0,1,0
12443,D000544,Ccnd1,0.0,0,2,0
12772,D000544,Ccr2,1.0,1,1,0
117029,D000544,Ccr5,0.0,0,1,0
12458,D000544,Ccr6,0.0,0,1,0
84485,D000544,Ccs,0.0,0,1,0
12475,D000544,Cd14,0.0,0,2,0
12478,D000544,Cd19,0.0,0,1,0
24560,D000544,Cd200,1.0,1,1,0
12503,D000544,Cd247,0.0,0,1,0
24932,D000544,Cd4,0.9926692538340048,1,2,0
21939,D000544,Cd40,0.9748813706630012,3,9,0
21947,D000544,Cd40lg,0.984163711501443,4,10,0
12505,D000544,Cd44,0.0,0,1,0
13137,D000544,Cd55b,0.0,0,1,0
12514,D000544,Cd68,0.9897837759100854,1,2,0
12519,D000544,Cd80,0.0,0,1,0
12521,D000544,Cd82,1.0,1,1,0
12524,D000544,Cd86,0.0,0,1,0
12550,D000544,Cdh1,0.0,0,2,0
12558,D000544,Cdh2,0.0,0,3,0
12562,D000544,Cdh5,0.0,0,2,0
54237,D000544,Cdk1,0.0,0,3,0
12566,D000544,Cdk2,0.0,0,1,0
105278;26417,D000544,Cdk20,0.0,0,1,0
94201,D000544,Cdk4,1.0,1,1,0
12568,D000544,Cdk5,0.8617748454870852,2,31,0
12569,D000544,Cdk5r1,0.9644780179630744,4,18,0
114851,D000544,Cdkn1a,0.0,0,1,0
12576,D000544,Cdkn1b,0.0,0,1,0
33319,D000544,Cdlc2,0.0,0,1,0
12606,D000544,Cebpa,0.0,0,1,0
12608,D000544,Cebpb,0.0,0,3,0
12609,D000544,Cebpd,0.0,0,1,0
25301,D000544,Cebpg,0.0,0,1,0
54249,D000544,Cfd,0.0,0,1,0
299314,D000544,Cfp,0.0,0,1,0
42249,D000544,ChAT,0.0,0,2,0
290567,D000544,Chat,0.3546887424262459,1,146,0
24258,D000544,Chga,0.996074925579379,2,3,0
24259,D000544,Chgb,0.0,0,1,0
12654,D000544,Chi3l1,0.0,0,1,0
12655,D000544,Chil3,0.0,0,1,0
12669,D000544,Chrm1,0.0,0,1,0
81645,D000544,Chrm2,0.0,0,3,0
213788,D000544,Chrm5,0.0,0,1,0
170945,D000544,Chrna2,0.0,0,11,0
11438,D000544,Chrna4,0.0,0,1,0
11441,D000544,Chrna7,0.0,0,12,0
24261,D000544,Chrnb1,0.0,0,13,0
29422,D000544,Chrne,0.0,0,1,0
81823,D000544,Cib1,0.0,0,1,0
24264,D000544,Ckb,0.0,0,1,0
76499,D000544,Clasp2,0.0,0,1,0
65129,D000544,Cldn1,0.0,0,1,0
65131,D000544,Cldn5,0.0,0,2,0
56644,D000544,Clec7a,0.0,0,1,0
12745;20454;19230,D000544,Clgn,0.0,0,1,0
54241,D000544,Cltc,0.0,0,1,0
24854,D000544,Clu,0.9281495880347096,2,13,0
25627,D000544,Cma1,0.0,0,2,0
66588,D000544,Cmpk1,0.0,0,1,0
100771809,D000544,Cnga2,0.0,0,1,0
25275,D000544,Cnp,0.0,0,1,0
25248,D000544,Cnr1,0.0,0,2,0
25707,D000544,Cntf,0.0,0,5,0
140792,D000544,Colec12,0.0,0,1,0
24267,D000544,Comt,0.0,0,1,0
26374,D000544,Cop1,0.0,0,1,0
210582,D000544,Coq10a,0.0,0,2,0
498909,D000544,Coq9,0.0,0,1,0
12721,D000544,Coro1a,0.0,0,1,0
70383,D000544,Cox10,0.0,0,1,0
12857,D000544,Cox4i1,0.0,0,5,0
12870,D000544,Cp,0.0,0,3,0
104029,D000544,Cp2,0.0,0,1,0
12889,D000544,Cplx1,0.0,0,1,0
12890,D000544,Cplx2,0.0,0,1,0
304024,D000544,Cpox,0.0,0,2,0
12912,D000544,Creb1,0.0,0,7,0
12914,D000544,Crebbp,0.9718989549389888,1,3,0
81648,D000544,Crh,0.0,0,4,0
58959,D000544,Crhr1,0.0,0,2,0
64680,D000544,Crhr2,0.0,0,1,0
12955,D000544,Cryab,0.0,0,1,0
170587,D000544,Cs,0.0,0,3,0
12977,D000544,Csf1,0.9272193583811948,1,10,0
12978,D000544,Csf1r,0.9659468017365244,1,5,0
12981,D000544,Csf2,0.0,0,7,0
12985,D000544,Csf3,0.0,0,1,0
71832,D000544,Csl,0.0,0,1,0
81650,D000544,Csnk2b,0.0,0,1,0
13010,D000544,Cst3,0.9651993821591058,1,5,0
244218,D000544,Ctf2,0.0,0,1,0
12477,D000544,Ctla4,0.0,0,1,0
216033,D000544,Ctnna3,0.0,0,1,0
12387,D000544,Ctnnb1,0.9196260072787782,2,14,0
66642,D000544,Ctnnbl1,0.0,0,3,0
18163,D000544,Ctnnd2,1.0,1,1,0
24291,D000544,Ctrb1,0.0,0,1,0
117184,D000544,Ctrl,0.0,0,1,0
64529,D000544,Ctsb,0.9654743694594076,1,5,0
171293,D000544,Ctsd,0.0,0,5,0
13035,D000544,Ctsg,1.0,1,1,0
25697,D000544,Ctsl,0.0,0,2,0
50654,D000544,Ctss,0.0,0,2,0
64138,D000544,Ctsz,0.0,0,1,0
15945,D000544,Cxcl10,0.0,0,1,0
20315,D000544,Cxcl12,0.0,0,1,0
20309,D000544,Cxcl15,0.0,0,1,0
20310,D000544,Cxcl2,0.0,0,2,0
17329,D000544,Cxcl9,0.0,0,1,0
12765,D000544,Cxcr2,0.0,0,1,0
12766,D000544,Cxcr3,0.0,0,1,0
12767,D000544,Cxcr4,0.0,0,1,0
192986,D000544,Cyb5d2,0.0,0,1,0
25147,D000544,Cyp19a1,0.0,0,7,0
24297,D000544,Cyp1a2,0.0,0,2,0
13079,D000544,Cyp21a1,0.0,0,1,0
13082,D000544,Cyp26a1,1.0,1,1,0
13088,D000544,Cyp2b10,0.0,0,2,0
29277;25086,D000544,Cyp2c11,0.0,0,1,0
25086,D000544,Cyp2e1,0.0,0,2,0
25251,D000544,Cyp2g1,0.0,0,1,0
13112,D000544,Cyp3a11,0.0,0,1,0
25642;266682,D000544,Cyp3a23-3a1,0.0,0,1,0
13117,D000544,Cyp4a10,0.0,0,1,0
1600,D000544,DAB1,0.0,0,1,0
1603,D000544,DAD1,0.0,0,1,0
1612,D000544,DAPK1,0.0,0,1,0
1613,D000544,DAPK3,0.0,0,2,0
1616,D000544,DAXX,0.0,0,2,0
1621,D000544,DBH,0.9662173363180524,3,15,0
1622,D000544,DBI,0.0,0,3,0
1627,D000544,DBN1,0.0,0,6,0
55861,D000544,DBNDD2,0.0,0,1,0
28988,D000544,DBNL,0.0,0,1,0
1629;84548,D000544,DBT,0.0,0,1,0
1634,D000544,DCN,0.9756229463982056,1,4,0
196513,D000544,DCP1B,0.0,0,1,0
10671,D000544,DCTN6,0.9826034114111752,2,6,0
1641,D000544,DCX,0.9804496498909776,1,2,0
1649,D000544,DDIT3,0.9874215613294745,1,3,0
51428,D000544,DDX41,0.9709243777433983,5,18,0
1667,D000544,DEFA1,0.0,0,1,0
1668,D000544,DEFA3,0.0,0,1,0
1669,D000544,DEFA4,0.0,0,1,0
6764,D000544,DENND2B,0.0,0,1,0
1674,D000544,DES,0.0,0,8,0
1676,D000544,DFFA,0.0,0,1,0
1718,D000544,DHCR24,0.0,0,5,0
79947,D000544,DHDDS,0.0,0,1,0
1719,D000544,DHFR,0.9888762785521836,1,2,0
10170,D000544,DHRS9,0.0,0,1,0
56616,D000544,DIABLO,0.987750527481498,1,2,0
1734,D000544,DIO2,0.0,0,1,0
22943,D000544,DKK1,1.0,1,1,0
27122,D000544,DKK3,0.0,0,2,0
27120,D000544,DKKL1,0.0,0,1,0
1738,D000544,DLD,0.9910670748124384,2,4,0
10301,D000544,DLEU1,0.0,0,1,0
1739,D000544,DLG1,0.0,0,1,0
1742,D000544,DLG4,0.0,0,7,0
8788,D000544,DLK1,1.0,1,1,0
28514,D000544,DLL1,0.0,0,1,0
54567,D000544,DLL4,0.0,0,1,0
1743,D000544,DLST,0.9892462291634008,5,11,0
1748,D000544,DLX4,0.0,0,2,0
1760,D000544,DMPK,0.0,0,2,0
1769,D000544,DNAH8,0.9857332648957396,2,5,0
3301,D000544,DNAJA1,0.9897484530782452,1,2,0
171221,D000544,DNAJB1P1,0.0,0,2,0
3300,D000544,DNAJB2,0.0,0,1,0
10049,D000544,DNAJB6,1.0,1,1,0
80331,D000544,DNAJC5,0.0,0,2,0
1773,D000544,DNASE1,0.0,0,1,0
1759,D000544,DNM1,0.0,0,2,0
23268,D000544,DNMBP,0.9917572191655644,1,2,0
1791,D000544,DNTT,0.9529632195855018,2,13,0
1795,D000544,DOCK3,0.0,0,3,0
29952,D000544,DPP7,0.0,0,1,0
151871,D000544,DPPA2,0.0,0,1,0
1806,D000544,DPYD,0.0,0,1,0
1808,D000544,DPYSL2,0.0,0,9,0
1809,D000544,DPYSL3,0.0,0,2,0
56896,D000544,DPYSL5,0.0,0,1,0
1810;8718,D000544,DR1,1.0,1,1,0
1812,D000544,DRD1,0.0,0,4,0
1813,D000544,DRD2,0.9573166541720656,3,16,0
1814,D000544,DRD3,0.0,0,7,0
1815,D000544,DRD4,0.0,0,2,0
1816,D000544,DRD5,0.0,0,2,0
1821,D000544,DRP2,0.0,0,1,0
1823,D000544,DSC1,0.0,0,1,0
11034,D000544,DSTN,0.0,0,5,0
84062,D000544,DTNBP1,0.0,0,1,0
50506,D000544,DUOX2,1.0,1,1,0
1844,D000544,DUSP2,0.0,0,1,0
1855,D000544,DVL1,0.0,0,1,0
8215,D000544,DVL1P1,0.0,0,1,0
1859,D000544,DYRK1A,0.974781754132203,1,4,0
8445,D000544,DYRK2,0.0,0,2,0
8291,D000544,DYSF,0.0,0,1,0
114027,D000544,Dao,0.0,0,1,0
64391,D000544,Dapk3,0.0,0,1,0
13166,D000544,Dbh,0.9886196196518338,1,3,0
25045,D000544,Dbi,1.0,1,1,0
56320,D000544,Dbn1,0.9456159790679202,1,6,0
13179,D000544,Dcn,0.0,0,1,0
13193,D000544,Dcx,0.0,0,2,0
13198,D000544,Ddit3,0.9926892373857784,1,2,0
72935,D000544,Ddx41,0.0,0,4,0
67819,D000544,Derl1,0.0,0,1,0
74754,D000544,Dhcr24,0.0,0,1,0
293897,D000544,Dkk1,0.0,0,1,0
58834,D000544,Dlc1,0.0,0,1,0
13382,D000544,Dld,1.0,1,1,0
29495,D000544,Dlg4,0.0,0,5,0
13388,D000544,Dll1,0.0,0,1,0
54485,D000544,Dll4,0.0,0,1,0
13405,D000544,Dmd,0.0,0,2,0
13417,D000544,Dnah8,0.0,0,1,0
360481,D000544,Dnaja3,0.0,0,1,0
67838,D000544,Dnajb11,0.0,0,1,0
27362,D000544,Dnajb9,0.0,0,1,0
13429,D000544,Dnm1,0.0,0,1,0
294051,D000544,Dntt,0.0,0,2,0
83799;25253,D000544,Dpp7,0.0,0,1,0
65135,D000544,Dpys,0.0,0,1,0
12934,D000544,Dpysl2,0.995585305990205,2,3,0
22240,D000544,Dpysl3,0.0,0,1,0
13488,D000544,Drd1,0.0,0,2,0
13489,D000544,Drd2,0.0,0,1,0
502674,D000544,Dstn,0.0,0,1,0
171109;116663,D000544,Dusp5,0.0,0,1,0
67603,D000544,Dusp6,0.0,0,1,0
18218,D000544,Dusp8,0.0,0,1,0
13542,D000544,Dvl1,0.0,0,1,0
13427,D000544,Dync1i2,0.0,0,1,0
13548,D000544,Dyrk1a,0.0,0,2,0
1869,D000544,E2F1,0.959018438578257,1,5,0
1874;1875,D000544,E2F4,1.0,1,1,0
13555,D000544,E2f1,1.0,1,1,0
124454,D000544,EARS2,0.9896144652177848,1,3,0
1889,D000544,ECE1,0.0,0,1,0
9718,D000544,ECE2,0.0,0,1,0
1906,D000544,EDN1,0.9634964669041378,2,10,0
1908,D000544,EDN3,0.0,0,2,0
8411,D000544,EEA1,0.0,0,1,0
1915,D000544,EEF1A1,0.0,0,1,0
1938,D000544,EEF2,0.0,0,1,0
1947,D000544,EFNB1,1.0,1,1,0
1950,D000544,EGF,0.9623910844337782,3,16,0
1956,D000544,EGFR,0.903509571270274,1,15,0
1958,D000544,EGR1,0.9575744346871536,2,10,0
1959,D000544,EGR2,0.0,0,3,0
1960,D000544,EGR3,0.0,0,1,0
1962,D000544,EHHADH,0.9893159226474588,1,2,0
83939,D000544,EIF2A,0.97712983752452,2,7,0
5610,D000544,EIF2AK2,0.9868250053380204,4,9,0
9451,D000544,EIF2AK3,0.9935241489448196,4,7,0
440275,D000544,EIF2AK4,0.0,0,1,0
8892,D000544,EIF2B2,0.0,0,1,0
8893,D000544,EIF2B5,0.0,0,1,0
8894,D000544,EIF2S2,0.0,0,1,0
1977,D000544,EIF4E,0.0,0,1,0
1981,D000544,EIF4G1,0.0,0,1,0
1991,D000544,ELANE,0.9655002621076758,1,5,0
1994,D000544,ELAVL1,0.0,0,1,0
1993,D000544,ELAVL2,0.0,0,1,0
2002,D000544,ELK1,0.0,0,1,0
2006,D000544,ELN,0.0,0,1,0
55740,D000544,ENAH,0.0,0,1,0
2023,D000544,ENO1,0.9602383032609554,1,6,0
2026,D000544,ENO2,0.9044558262191648,3,37,0
2027,D000544,ENO3,0.0,0,1,0
2028,D000544,ENPEP,0.993953217317272,1,2,0
5168,D000544,ENPP2,0.0,0,1,0
133121,D000544,ENPP6,0.0,0,1,0
2033,D000544,EP300,0.9902097603785568,1,2,0
2035,D000544,EPB41,1.0,1,1,0
2038,D000544,EPB42,1.0,1,1,0
255324,D000544,EPGN,0.0,0,1,0
2046,D000544,EPHA8,0.9746881065687872,2,6,0
2048,D000544,EPHB2,0.0,0,3,0
2056,D000544,EPO,0.0,0,9,0
2057,D000544,EPOR,0.9957473160514358,2,3,0
2064,D000544,ERBB2,0.9677146856602216,1,4,0
2065,D000544,ERBB3,1.0,1,1,0
2066,D000544,ERBB4,0.9660163569721458,1,5,0
2068,D000544,ERCC2,0.9869232816606373,1,2,0
2071,D000544,ERCC3,0.0,0,1,0
2072,D000544,ERCC4,1.0,1,1,0
2074,D000544,ERCC6,0.0,0,1,0
2069,D000544,EREG,0.0,0,13,0
2078,D000544,ERG,0.0,0,3,0
2081,D000544,ERN1,0.9903306911686856,4,9,0
10595,D000544,ERN2,0.0,0,1,0
100862690,D000544,ERVK-1,0.0,0,1,0
100861467,D000544,ERVK-13,0.0,0,9,0
64006,D000544,ERVK-6,0.0,0,1,0
114799,D000544,ESCO1,0.96813161101064,1,4,0
2099,D000544,ESR1,0.7937870002655747,3,72,0
2100,D000544,ESR2,0.8420904830023439,1,22,0
2103,D000544,ESRRB,0.0,0,1,0
853475,D000544,ESS1,0.0,0,1,0
2113,D000544,ETS1,0.0,0,1,0
2114,D000544,ETS2,0.985065549907658,3,8,0
5394,D000544,EXOSC10,0.0,0,1,0
67417,D000544,Ears2,0.0,0,1,0
13595,D000544,Ebp,0.0,0,1,0
230857,D000544,Ece1,0.9893753632218162,1,2,0
107522,D000544,Ece2,0.0,0,2,0
60417,D000544,Ecel1,1.0,1,1,0
13601,D000544,Ecm1,0.0,0,1,0
24323,D000544,Edn1,0.0,0,6,0
366270,D000544,Edn3,0.0,0,2,0
13617;13618,D000544,Ednra,0.0,0,1,0
50672,D000544,Ednrb,0.0,0,2,0
67160,D000544,Eef1g,0.0,0,1,0
29565,D000544,Eef2,0.0,0,1,0
13645,D000544,Egf,0.0,0,1,0
108348113,D000544,Egfl1,0.97773041803924,2,7,0
13649,D000544,Egfr,1.0,1,1,0
13653,D000544,Egr1,0.0,0,2,0
502531,D000544,Eif2a,0.0,0,3,0
19106,D000544,Eif2ak2,0.9957724886732104,2,3,0
13666,D000544,Eif2ak3,0.0,0,1,0
13712,D000544,Elk1,0.0,0,1,0
685360,D000544,En1,0.0,0,1,0
13806,D000544,Eno1,0.9725541103312034,1,4,0
13807,D000544,Eno2,0.9739872300635096,3,13,0
24338,D000544,Ephb1,0.0,0,23,0
13844,D000544,Ephb2,0.0,0,1,0
13866,D000544,Erbb2,0.9810275848331972,1,3,0
13869,D000544,Erbb4,0.9831468267872576,1,2,0
78943,D000544,Ern1,0.0,0,1,0
26918,D000544,Ern2,0.0,0,1,0
13982,D000544,Esr1,0.0,0,13,0
13983,D000544,Esr2,0.9001305402597942,1,10,0
23872,D000544,Ets2,0.0,0,2,0
2159,D000544,F10,0.9669293231948534,1,5,0
2160,D000544,F11,0.0,0,1,0
116479,D000544,F11r,0.0,0,1,0
2161,D000544,F12,0.9765197720352254,2,7,0
2162,D000544,F13A1,0.9888285775365386,2,4,0
2165,D000544,F13B,0.9894544663597566,1,2,0
2147,D000544,F2,0.977090971198254,22,77,0
2150,D000544,F2RL1,0.0,0,1,0
2152,D000544,F3,0.946443059171816,1,8,0
2153,D000544,F5,0.9536008591817774,2,10,0
2155,D000544,F7,1.0,1,1,0
2157,D000544,F8,0.0,0,1,0
2166,D000544,FAAH,0.0,0,2,0
2170,D000544,FABP3,0.0,0,2,0
100009416,D000544,FABP4,0.0,0,2,0
2173,D000544,FABP7,0.0,0,1,0
8772,D000544,FADD,0.0,0,5,0
9415,D000544,FADS2,0.0,0,2,0
23591,D000544,FAM215A,0.0,0,1,0
9679,D000544,FAM53B,0.0,0,2,0
2187,D000544,FANCB,0.9826402222381004,8,22,0
2177,D000544,FANCD2,0.9968840714463812,3,4,0
55120,D000544,FANCL,0.0,0,2,0
355,D000544,FAS,0.9598298135853324,9,44,0
356,D000544,FASLG,0.979725567079234,3,10,0
10922,D000544,FASTK,0.0,0,5,0
79176,D000544,FBXL15,0.0,0,1,0
55294,D000544,FBXW7,0.0,0,2,0
2208,D000544,FCER2,0.0,0,2,0
2209,D000544,FCGR1A,0.9817101412723244,1,3,0
2212;2213,D000544,FCGR2A,0.0,0,1,0
2214,D000544,FCGR3A,0.0,0,4,0
2222,D000544,FDFT1,0.0,0,1,0
2224,D000544,FDPS,0.0,0,2,0
2235,D000544,FECH,0.984644064863236,1,3,0
2244,D000544,FGB,0.9485738453866672,3,19,0
2246,D000544,FGF1,0.9168192322358188,1,9,0
2247,D000544,FGF2,0.9210947026332676,4,33,0
2249,D000544,FGF4,0.0,0,1,0
2254,D000544,FGF9,0.0,0,1,0
9982,D000544,FGFBP1,0.0,0,1,0
2260,D000544,FGFR1,0.9883559483322674,2,4,0
2263;2261,D000544,FGFR2,0.0,0,1,0
2261,D000544,FGFR3,0.0,0,1,0
2271,D000544,FH,0.0,0,2,0
2274,D000544,FHL2,0.0,0,2,0
11259,D000544,FILIP1L,0.0,0,1,0
2280,D000544,FKBP1A,0.0,0,1,0
2282,D000544,FKBP1AP1,0.0,0,1,0
2283,D000544,FKBP1AP2,0.0,0,1,0
2281,D000544,FKBP1B,0.0,0,1,0
63943,D000544,FKBPL,0.0,0,1,0
80308,D000544,FLAD1,0.9725432482172628,1,3,0
2312,D000544,FLG,0.0,0,1,0
2313,D000544,FLI1,0.0,0,1,0
2318,D000544,FLNC,0.0,0,3,0
10211,D000544,FLOT1,0.0,0,4,0
2323,D000544,FLT3LG,0.0,0,1,0
2335,D000544,FN1,0.9237540348586636,2,19,0
23048,D000544,FNBP1,1.0,1,1,0
2346,D000544,FOLH1,0.0,0,3,0
219595,D000544,FOLH1B,0.0,0,2,0
2353,D000544,FOS,0.9341684066883628,4,33,0
2354,D000544,FOSB,0.9667989143314012,1,5,0
2308;4303,D000544,FOXO1,0.0,0,1,0
2309,D000544,FOXO3,0.0,0,1,0
4303,D000544,FOXO4,0.0,0,1,0
50943,D000544,FOXP3,0.0,0,1,0
2357,D000544,FPR1,0.0,0,5,0
2358,D000544,FPR2,0.970951338564881,2,8,0
161835,D000544,FSIP1,0.0,0,1,0
10468,D000544,FST,1.0,1,1,0
2495,D000544,FTH1,0.992158447443296,1,2,0
5045,D000544,FURIN,0.935660092366071,2,15,0
2523,D000544,FUT1,0.0,0,1,0
2524,D000544,FUT2,0.0,0,1,0
2395,D000544,FXN,0.9844894126334688,1,3,0
2533,D000544,FYB1,0.0,0,2,0
2534,D000544,FYN,0.0,0,9,0
79451,D000544,Fabp4,0.0,0,2,0
211651,D000544,Fancd2,0.0,0,4,0
14103,D000544,Fasl,0.0,0,1,0
25385,D000544,Faslg,0.0,0,1,0
14131,D000544,Fcgr3,0.0,0,1,0
109615,D000544,Fcr,0.0,0,3,0
29580,D000544,Fdft1,0.0,0,3,0
79122,D000544,Fdxr,0.0,0,1,0
25317,D000544,Fgf1,0.0,0,1,0
54250,D000544,Fgf2,0.8788315065644386,1,19,0
25444,D000544,Fgf9,0.0,0,1,0
14182,D000544,Fgfr1,0.0,0,1,0
14225,D000544,Fkbp1a,0.0,0,1,0
14232,D000544,Fkbp8,1.0,1,1,0
14251,D000544,Flot1,0.0,0,2,0
14256,D000544,Flt3l,0.0,0,1,0
14260,D000544,Fmn1,0.0,0,1,0
14265,D000544,Fmr1,0.0,0,1,0
14268,D000544,Fn1,0.0,0,4,0
314322,D000544,Fos,0.0,0,13,0
56458,D000544,Foxo1,0.0,0,1,0
14293,D000544,Fpr1,0.0,0,1,0
14289,D000544,Fpr2,0.9659692982696172,1,4,0
14294,D000544,Fpr3,1.0,1,1,0
14308,D000544,Fshb,0.0,0,1,0
14309,D000544,Fshr,0.0,0,1,0
14319,D000544,Fth1,0.0,0,1,0
51886,D000544,Fubp1,0.0,0,1,0
18550,D000544,Furin,0.0,0,2,0
14360,D000544,Fyn,0.0,0,2,0
2538,D000544,G6PC1,0.0,0,1,0
2539,D000544,G6PD,0.0,0,9,0
24377,D000544,G6pd,0.0,0,1,0
9846,D000544,GAB2,0.0,0,1,0
11337,D000544,GABARAP,1.0,1,1,0
2550,D000544,GABBR1,0.0,0,2,0
9568,D000544,GABBR2,0.0,0,1,0
2554,D000544,GABRA1,0.0,0,1,0
2569,D000544,GABRR1,0.0,0,1,0
2571,D000544,GAD1,0.0,0,5,0
1647,D000544,GADD45A,0.0,0,4,0
